This table contains data used to generate Figure 2 in Guo et al., Nature 466: 835-840 (2010).
Log2 fold changes (miR-1-transfected vs mock-transfected HeLa cells) for genes that passed the read count threshold: at least 100 mRNA-Seq tags and at least 100 ribosome-protected fragments
RefseqAccession	noSite_rnaseq_log2fc	>=1site_rnaseq_log2fc	>=1site_protDetected_rnaseq_log2fc	>=1site_protSupported_rnaseq_log2fc	noSite_footprint_log2fc	>=1site_footprint_log2fc	>=1site_protDetected_footprint_log2fc	>=1site_protSupported_footprint_log2fc	noSite_translEff_log2fc	>=1site_translEff_log2fc	>=1site_protDetected_translEff_log2fc	>=1site_protSupported_translEff_log2fc
NM_017846	-0.295928096934	-	-	-	-0.378120381093	-	-	-	-0.0821922841592	-	-	-
NM_001516	-0.0530954506129	-	-	-	0.294499226374	-	-	-	0.347594676987	-	-	-
NM_001517	0.11374930955	-	-	-	0.271560556753	-	-	-	0.157811247203	-	-	-
NM_004034	0.280818438406	-	-	-	-0.0875304511293	-	-	-	-0.368348889536	-	-	-
NM_016649	0.872146284247	-	-	-	1.78601094033	-	-	-	0.913864656086	-	-	-
NM_004749	0.153393234484	-	-	-	0.442090261403	-	-	-	0.288697026919	-	-	-
NM_016640	0.644353962438	-	-	-	0.718116539438	-	-	-	0.0737625769998	-	-	-
NM_016641	-0.0718812635055	-	-	-	0.0641885282622	-	-	-	0.136069791768	-	-	-
NM_001862	-0.264713106595	-	-	-	-0.212363231509	-	-	-	0.0523498750858	-	-	-
NM_001863	-0.223459111187	-	-	-	-0.614738235916	-	-	-	-0.391279124729	-	-	-
NM_001861	-0.16984230334	-	-	-	-0.0477664045424	-	-	-	0.122075898797	-	-	-
NM_001866	-0.269827332644	-	-	-	-0.0023009054821	-	-	-	0.267526427162	-	-	-
NM_001867	-0.0960155034588	-	-	-	-0.0471181136708	-	-	-	0.048897389788	-	-	-
NM_001865	-0.0889724869415	-	-	-	-0.102344306367	-	-	-	-0.0133718194258	-	-	-
NM_016085	-0.238130606805	-	-	-	-0.365781539519	-	-	-	-0.127650932714	-	-	-
NM_174856	0.0368950824119	-	-	-	0.380279088967	-	-	-	0.343384006555	-	-	-
NM_001905	0.284131627077	-	-	-	0.43926663321	-	-	-	0.155135006133	-	-	-
NM_001469	0.112766751282	-	-	-	0.119811756837	-	-	-	0.0070450055548	-	-	-
NM_030877	0.354910948502	-	-	-	0.788149437542	-	-	-	0.43323848904	-	-	-
NM_001031703	-0.504406189514	-	-	-	-0.761671178797	-	-	-	-0.257264989283	-	-	-
NM_007103	-0.416076237417	-	-	-	-0.342666546623	-	-	-	0.0734096907938	-	-	-
NM_001031855	0.488164387491	-	-	-	0.224081846586	-	-	-	-0.264082540905	-	-	-
NM_007100	-0.177430335082	-	-	-	-0.739306807265	-	-	-	-0.561876472183	-	-	-
NM_007107	0.797903944103	-	-	-	0.238517996307	-	-	-	-0.559385947796	-	-	-
NM_000489	-0.433770088342	-	-	-	-0.770933269988	-	-	-	-0.337163181646	-	-	-
NM_007104	-0.399865827728	-	-	-	-0.131317959108	-	-	-	0.26854786862	-	-	-
NM_004630	-0.176797435295	-	-	-	-0.308327422194	-	-	-	-0.131529986899	-	-	-
NM_001901	0.599491288682	-	-	-	1.33985403478	-	-	-	0.740362746101	-	-	-
NM_000484	-0.237613532144	-	-	-	-0.387458245672	-	-	-	-0.149844713528	-	-	-
NM_004635	-0.0240364407421	-	-	-	-1.49732884549	-	-	-	-1.47329240474	-	-	-
NM_004324	0.199121150309	-	-	-	-0.509309689399	-	-	-	-0.708430839708	-	-	-
NM_016263	-0.477062822093	-	-	-	-0.948980661091	-	-	-	-0.471917838998	-	-	-
NM_025250	-1.10416963521	-	-	-	-0.360365287577	-	-	-	0.743804347634	-	-	-
NM_012210	-0.704174854218	-	-	-	-0.311514576814	-	-	-	0.392660277404	-	-	-
NM_012215	0.315349820519	-	-	-	0.655026674297	-	-	-	0.339676853778	-	-	-
NM_003824	-0.322074665552	-	-	-	0.0922352587462	-	-	-	0.414309924298	-	-	-
NM_003825	0.923537293962	-	-	-	0.73841544146	-	-	-	-0.185121852502	-	-	-
NM_022917	0.603278019435	-	-	-	0.661216455708	-	-	-	0.0579384362728	-	-	-
NM_003827	0.262267744414	-	-	-	0.282160455556	-	-	-	0.0198927111418	-	-	-
NM_001993	1.82995634355	-	-	-	1.96292121115	-	-	-	0.132964867604	-	-	-
NM_003828	0.0555656876464	-	-	-	-0.746253316962	-	-	-	-0.801819004608	-	-	-
NM_020733	0.315692756298	-	-	-	0.0031463726304	-	-	-	-0.312546383668	-	-	-
NM_001687	-0.300181169786	-	-	-	0.0261067689432	-	-	-	0.326287938729	-	-	-
